1.000620,1.000444,1.000508,0.998650,0.999783,1.000557,0.998776,0.998656,1.000608,1.001256,1.000122,1.001513,0.999212,1.000881,1.001660,0.999981,0.998402,0.999770,0.999648,0.999744,0.003979,0.326430,5.893841,0.199079
0.999711,1.000102,0.997530,0.999977,1.000630,1.000563,0.999456,0.983582,0.983195,0.983288,0.988963,1.000961,0.999415,0.999630,0.999138,0.999241,0.999771,0.999258,1.000336,1.000454,0.016523,1.810420,4.167349,0.826687
0.999223,1.001906,0.999792,0.999858,1.001639,1.000931,0.999425,1.000364,0.999601,0.999485,0.999541,0.999121,1.000331,0.998822,1.000446,0.999847,0.998524,0.998638,1.000853,0.998740,0.000000,1.596692,6.921141,0.000000
0.999712,1.000760,0.998913,0.999508,0.999877,0.999295,1.000199,1.000302,0.999823,0.999676,0.999887,1.000641,0.998910,1.000995,0.979426,0.979277,0.980574,0.979854,0.983466,1.000516,0.019406,2.424323,7.945967,0.970931
0.997795,0.999582,0.998325,0.999138,0.999786,0.998871,1.000082,1.002062,1.000139,0.999647,1.001832,1.002010,0.999963,1.000966,0.998219,1.000410,1.002485,1.000089,0.998353,1.000480,0.000000,1.240035,7.273787,0.000000
1.000060,1.000529,1.000265,0.999403,0.999535,1.000041,1.000133,0.996785,0.995807,0.993349,0.993506,0.993502,0.997621,0.999142,1.000503,1.000730,1.000022,1.000162,0.999340,1.001045,0.006821,2.250392,4.810269,0.341272
1.000646,1.000820,0.998690,1.000060,0.999219,0.999144,0.999533,1.000248,0.999483,0.999714,1.000485,1.001597,1.001526,0.996750,0.998916,0.998259,0.998678,0.999551,0.999379,0.999515,0.001095,0.959264,7.755268,0.054786
1.000651,1.001013,1.000717,1.000083,0.998760,1.000718,1.001086,0.999406,0.999399,1.001542,1.002785,1.000692,0.998674,0.999477,1.000053,1.000915,0.999886,0.999265,1.000880,1.000756,0.000000,1.628782,6.955974,0.000000
0.999357,0.998933,1.000031,0.999829,1.000943,1.001592,1.000432,0.999328,0.999269,1.001891,0.999644,0.998588,0.999866,1.002038,1.000365,0.998170,0.998720,0.997923,1.000603,1.001215,0.000000,1.510932,5.935009,0.000000
1.000874,0.999907,1.000101,0.999531,1.000311,1.001546,0.998716,0.999839,0.992814,0.980001,0.978200,0.979700,0.987551,0.999159,1.000267,1.000908,0.999819,1.000719,0.999147,1.000100,0.019950,2.015170,5.058456,0.998149
0.999946,1.000012,0.999743,0.999935,1.001370,0.998680,1.001351,0.999410,0.999840,1.001034,0.999523,1.001049,1.000539,0.998946,0.999678,1.000130,1.000640,1.000224,0.999802,0.998725,0.000000,1.005082,4.156436,0.000000
1.000205,0.999649,1.000309,1.000185,0.999570,0.998659,1.000269,1.000277,0.999228,1.000495,0.999051,0.999815,0.999057,1.000057,1.000942,1.000187,0.998616,0.999539,1.000272,0.999858,0.000000,2.854131,5.881511,0.000000
1.000393,1.001443,0.999840,0.999654,0.999152,1.001938,0.999964,0.999832,1.001715,1.000585,0.999937,0.998314,0.999861,0.999062,1.001865,1.000187,1.000389,1.000199,1.001094,1.000437,0.000000,2.736913,7.187852,0.000000
